id,label,task,split,n_steps,chars,order_in_split
attack_21914632_7,attack,21914632,train,17,31777,558
honest_21914632_7,honest,21914632,train,6,32293,559
attack_37586811_7,attack,37586811,train,12,31796,560
honest_37586811_7,honest,37586811,train,15,74535,561
attack_52532893_7,attack,52532893,train,11,58338,562
honest_52532893_7,honest,52532893,train,20,42926,563
attack_17820740_7,attack,17820740,train,9,38403,564
honest_17820740_7,honest,17820740,train,22,91833,565
attack_8699293_7,attack,8699293,train,9,29425,566
honest_8699293_7,honest,8699293,train,13,33715,567
attack_9433452_7,attack,9433452,train,21,58687,568
honest_9433452_7,honest,9433452,train,27,93390,569
attack_11762372_7,attack,11762372,train,16,60473,570
honest_11762372_7,honest,11762372,train,18,69930,571
attack_4690851_7,attack,4690851,train,10,72504,572
honest_4690851_8,honest,4690851,train,15,49057,573
attack_44726377_7,attack,44726377,train,26,50733,574
honest_44726377_7,honest,44726377,train,12,33165,575
attack_23367857_7,attack,23367857,train,10,29860,576
honest_23367857_7,honest,23367857,train,7,28207,577
attack_29396928_7,attack,29396928,train,12,50783,578
honest_29396928_7,honest,29396928,train,8,42954,579
attack_21529540_7,attack,21529540,train,16,39444,580
honest_21529540_7,honest,21529540,train,13,57959,581
attack_13945984_7,attack,13945984,train,8,27163,582
honest_13945984_7,honest,13945984,train,11,39208,583
attack_27151176_7,attack,27151176,train,17,77201,584
honest_27151176_7,honest,27151176,train,11,66084,585
attack_8657908_7,attack,8657908,train,22,53250,586
honest_8657908_7,honest,8657908,train,21,53105,587
attack_29559347_7,attack,29559347,train,19,46345,588
honest_29559347_7,honest,29559347,train,17,51989,589
attack_14190731_7,attack,14190731,train,9,30334,590
honest_14190731_7,honest,14190731,train,12,53928,591
attack_70849769_7,attack,70849769,train,23,67638,592
honest_70849769_7,honest,70849769,train,12,30825,593
attack_15165306_7,attack,15165306,train,11,27763,594
honest_15165306_7,honest,15165306,train,8,25963,595
attack_27742462_7,attack,27742462,train,12,49552,596
honest_27742462_7,honest,27742462,train,21,44597,597
attack_6935769_7,attack,6935769,train,8,22656,598
honest_6935769_7,honest,6935769,train,16,63643,599
attack_22172861_7,attack,22172861,train,5,25602,600
honest_22172861_7,honest,22172861,train,10,25449,601
attack_29266560_7,attack,29266560,train,15,30278,602
honest_29266560_7,honest,29266560,train,17,43182,603
attack_30714276_7,attack,30714276,train,10,33509,604
honest_30714276_7,honest,30714276,train,13,81110,605
attack_38302492_7,attack,38302492,train,23,33046,606
honest_38302492_7,honest,38302492,train,15,36112,607
attack_32208782_7,attack,32208782,train,15,43844,608
honest_32208782_7,honest,32208782,train,25,65014,609
attack_7225888_7,attack,7225888,train,8,36996,610
honest_7225888_7,honest,7225888,train,20,51577,611
attack_21914632_8,attack,21914632,train,10,38325,612
honest_21914632_8,honest,21914632,train,8,33383,613
attack_37586811_8,attack,37586811,train,11,26233,614
honest_37586811_8,honest,37586811,train,8,36161,615
attack_11762372_8,attack,11762372,train,21,50628,616
honest_11762372_8,honest,11762372,train,17,55200,617
attack_4690851_8,attack,4690851,train,8,58469,618
honest_4690851_9,honest,4690851,train,14,59499,619
attack_44726377_8,attack,44726377,train,25,37395,620
honest_44726377_8,honest,44726377,train,15,22648,621
attack_23367857_8,attack,23367857,train,12,28842,622
honest_23367857_8,honest,23367857,train,10,30048,623
attack_29396928_8,attack,29396928,train,14,49005,624
honest_29396928_8,honest,29396928,train,13,46491,625
attack_13945984_8,attack,13945984,train,13,35789,626
honest_13945984_8,honest,13945984,train,8,23860,627
attack_27151176_8,attack,27151176,train,12,65946,628
honest_27151176_8,honest,27151176,train,15,76800,629
attack_29559347_8,attack,29559347,train,14,21250,630
honest_29559347_8,honest,29559347,train,17,69576,631
attack_14190731_8,attack,14190731,train,5,36536,632
honest_14190731_8,honest,14190731,train,28,85735,633
attack_15165306_8,attack,15165306,train,10,33509,634
honest_15165306_8,honest,15165306,train,14,54259,635
attack_27742462_8,attack,27742462,train,10,55037,636
honest_27742462_8,honest,27742462,train,15,34633,637
attack_6935769_8,attack,6935769,train,15,39625,638
honest_6935769_8,honest,6935769,train,9,29231,639
attack_22172861_8,attack,22172861,train,8,23847,640
honest_22172861_8,honest,22172861,train,6,20732,641
attack_29266560_8,attack,29266560,train,15,24123,642
honest_29266560_8,honest,29266560,train,10,32904,643
attack_30714276_8,attack,30714276,train,12,40950,644
honest_30714276_8,honest,30714276,train,22,83896,645
attack_32208782_8,attack,32208782,train,24,51153,646
honest_32208782_8,honest,32208782,train,24,83471,647
attack_21914632_9,attack,21914632,train,17,50763,648
honest_21914632_9,honest,21914632,train,12,41600,649
attack_37586811_9,attack,37586811,train,10,38140,650
honest_37586811_9,honest,37586811,train,12,65633,651
attack_11762372_9,attack,11762372,train,12,47970,652
honest_11762372_9,honest,11762372,train,17,42235,653
attack_4690851_9,attack,4690851,train,13,44733,654
honest_4690851_10,honest,4690851,train,9,36779,655
attack_44726377_9,attack,44726377,train,17,34948,656
honest_44726377_9,honest,44726377,train,14,34143,657
attack_23367857_9,attack,23367857,train,13,29947,658
honest_23367857_9,honest,23367857,train,10,32230,659
attack_29396928_9,attack,29396928,train,14,61646,660
honest_29396928_9,honest,29396928,train,6,39840,661
attack_29559347_9,attack,29559347,train,19,47806,662
honest_29559347_9,honest,29559347,train,26,86300,663
attack_14190731_9,attack,14190731,train,6,25667,664
honest_14190731_9,honest,14190731,train,19,44789,665
attack_15165306_9,attack,15165306,train,14,35666,666
honest_15165306_9,honest,15165306,train,10,28667,667
attack_6935769_9,attack,6935769,train,6,23029,668
honest_6935769_9,honest,6935769,train,7,24847,669
attack_22172861_9,attack,22172861,train,6,27896,670
honest_22172861_9,honest,22172861,train,5,16456,671
attack_29266560_9,attack,29266560,train,11,23628,672
honest_29266560_9,honest,29266560,train,13,27199,673
attack_30714276_9,attack,30714276,train,24,40171,674
honest_30714276_9,honest,30714276,train,9,49622,675
attack_32208782_9,attack,32208782,train,14,37142,676
honest_32208782_9,honest,32208782,train,20,63153,677
attack_21914632_10,attack,21914632,train,8,36895,678
honest_21914632_10,honest,21914632,train,11,54221,679
attack_37586811_10,attack,37586811,train,14,26340,680
honest_37586811_10,honest,37586811,train,7,42330,681
attack_11762372_10,attack,11762372,train,30,63704,682
honest_11762372_10,honest,11762372,train,14,47699,683
attack_23367857_10,attack,23367857,train,13,33110,684
honest_23367857_10,honest,23367857,train,10,46942,685
attack_29559347_10,attack,29559347,train,22,34079,686
honest_29559347_10,honest,29559347,train,12,24415,687
attack_15165306_10,attack,15165306,train,9,33252,688
honest_15165306_10,honest,15165306,train,8,28248,689
attack_6935769_10,attack,6935769,train,6,19689,690
honest_6935769_10,honest,6935769,train,10,45575,691
attack_22172861_10,attack,22172861,train,6,26839,692
honest_22172861_10,honest,22172861,train,7,29560,693
attack_29266560_10,attack,29266560,train,20,25695,694
honest_29266560_10,honest,29266560,train,15,42425,695
attack_30714276_10,attack,30714276,train,17,38143,696
honest_30714276_10,honest,30714276,train,14,63575,697
attack_32208782_10,attack,32208782,train,11,38757,698
honest_32208782_10,honest,32208782,train,36,105042,699
attack_21914632_11,attack,21914632,train,10,37416,700
honest_21914632_11,honest,21914632,train,7,35772,701
attack_37586811_11,attack,37586811,train,13,39324,702
honest_37586811_11,honest,37586811,train,10,36699,703
attack_11762372_11,attack,11762372,train,18,48674,704
honest_11762372_11,honest,11762372,train,16,48042,705
attack_23367857_11,attack,23367857,train,11,33184,706
honest_23367857_11,honest,23367857,train,10,25790,707
attack_29559347_11,attack,29559347,train,18,34939,708
honest_29559347_11,honest,29559347,train,13,23392,709
attack_15165306_11,attack,15165306,train,5,38985,710
honest_15165306_11,honest,15165306,train,10,22803,711
attack_6935769_11,attack,6935769,train,10,27461,712
honest_6935769_11,honest,6935769,train,11,47255,713
attack_22172861_11,attack,22172861,train,10,22908,714
honest_22172861_11,honest,22172861,train,6,17777,715
attack_29266560_11,attack,29266560,train,16,33727,716
honest_29266560_11,honest,29266560,train,11,29601,717
attack_30714276_11,attack,30714276,train,13,32965,718
honest_30714276_11,honest,30714276,train,15,84802,719
attack_11762372_12,attack,11762372,train,18,53198,720
honest_11762372_12,honest,11762372,train,17,41752,721
attack_15165306_12,attack,15165306,train,9,49041,722
honest_15165306_12,honest,15165306,train,12,30969,723
attack_6935769_12,attack,6935769,train,10,31082,724
honest_6935769_12,honest,6935769,train,9,33591,725
attack_11762372_13,attack,11762372,train,20,51145,726
honest_11762372_13,honest,11762372,train,18,63437,727
attack_15165306_13,attack,15165306,train,12,33635,728
honest_15165306_13,honest,15165306,train,10,41632,729
attack_11711218_0,attack,11711218,dev,14,34109,0
honest_11711218_0,honest,11711218,dev,12,32300,1
attack_21880360_0,attack,21880360,dev,22,34097,2
honest_21880360_0,honest,21880360,dev,23,46344,3
attack_4249063_0,attack,4249063,dev,14,50136,4
honest_4249063_0,honest,4249063,dev,14,65234,5
attack_52845387_0,attack,52845387,dev,19,51835,6
honest_52845387_0,honest,52845387,dev,19,83706,7
attack_14049109_0,attack,14049109,dev,11,26932,8
honest_14049109_0,honest,14049109,dev,9,19700,9
attack_10730838_0,attack,10730838,dev,20,65256,10
honest_10730838_0,honest,10730838,dev,22,74936,11
attack_16773189_0,attack,16773189,dev,8,17921,12
honest_16773189_0,honest,16773189,dev,10,25478,13
attack_62827291_0,attack,62827291,dev,26,31875,14
honest_62827291_0,honest,62827291,dev,34,80504,15
attack_53690327_0,attack,53690327,dev,23,32722,16
honest_53690327_0,honest,53690327,dev,21,60055,17
attack_4131158_0,attack,4131158,dev,22,49091,18
honest_4131158_0,honest,4131158,dev,23,39693,19
attack_48668535_0,attack,48668535,dev,10,58821,20
honest_48668535_0,honest,48668535,dev,16,100288,21
attack_70750342_0,attack,70750342,dev,25,30154,22
honest_70750342_0,honest,70750342,dev,16,31549,23
attack_50863306_0,attack,50863306,dev,15,37307,24
honest_50863306_0,honest,50863306,dev,12,37070,25
attack_11618144_0,attack,11618144,dev,24,41325,26
honest_11618144_0,honest,11618144,dev,17,52025,27
attack_43244074_0,attack,43244074,dev,23,40870,28
honest_43244074_0,honest,43244074,dev,17,40711,29
attack_13976680_0,attack,13976680,dev,21,47097,30
honest_13976680_0,honest,13976680,dev,14,61871,31
attack_16158435_0,attack,16158435,dev,17,67391,32
honest_16158435_0,honest,16158435,dev,22,66484,33
attack_26225238_0,attack,26225238,dev,16,42691,34
honest_26225238_0,honest,26225238,dev,8,28710,35
attack_52611053_0,attack,52611053,dev,18,38459,36
honest_52611053_0,honest,52611053,dev,17,50517,37
attack_17221481_0,attack,17221481,dev,14,43423,38
honest_17221481_0,honest,17221481,dev,13,54549,39
attack_9614184_0,attack,9614184,dev,13,52302,40
honest_9614184_0,honest,9614184,dev,10,33119,41
attack_41362016_0,attack,41362016,dev,11,26126,42
honest_41362016_0,honest,41362016,dev,15,80717,43
attack_41516240_0,attack,41516240,dev,24,57578,44
honest_41516240_0,honest,41516240,dev,21,57317,45
attack_17068142_0,attack,17068142,dev,16,39997,46
honest_17068142_0,honest,17068142,dev,10,38286,47
attack_11436013_0,attack,11436013,dev,13,48275,48
honest_11436013_0,honest,11436013,dev,33,140615,49
attack_31989426_0,attack,31989426,dev,17,25639,50
honest_31989426_0,honest,31989426,dev,9,31614,51
attack_59487096_0,attack,59487096,dev,23,32163,52
honest_59487096_0,honest,59487096,dev,9,35861,53
attack_29328278_0,attack,29328278,dev,11,29037,54
honest_29328278_0,honest,29328278,dev,9,36536,55
attack_7572974_0,attack,7572974,dev,10,47677,56
honest_7572974_0,honest,7572974,dev,11,39535,57
attack_10730838_1,attack,10730838,dev,13,32771,58
honest_10730838_1,honest,10730838,dev,20,113050,59
attack_16773189_1,attack,16773189,dev,11,29003,60
honest_16773189_1,honest,16773189,dev,7,13820,61
attack_50863306_1,attack,50863306,dev,17,41223,62
honest_50863306_1,honest,50863306,dev,10,35362,63
attack_11618144_1,attack,11618144,dev,22,42841,64
honest_11618144_1,honest,11618144,dev,17,71632,65
attack_13976680_1,attack,13976680,dev,19,47703,66
honest_13976680_1,honest,13976680,dev,11,54474,67
attack_16158435_1,attack,16158435,dev,18,55772,68
honest_16158435_1,honest,16158435,dev,21,61655,69
attack_26225238_1,attack,26225238,dev,12,32159,70
honest_26225238_1,honest,26225238,dev,9,32394,71
attack_52611053_1,attack,52611053,dev,23,39337,72
honest_52611053_1,honest,52611053,dev,9,31331,73
attack_17221481_1,attack,17221481,dev,22,37103,74
honest_17221481_1,honest,17221481,dev,19,77407,75
attack_11436013_1,attack,11436013,dev,26,65516,76
honest_11436013_1,honest,11436013,dev,30,72945,77
attack_59487096_1,attack,59487096,dev,21,28079,78
honest_59487096_1,honest,59487096,dev,6,14353,79
attack_29328278_1,attack,29328278,dev,16,30024,80
honest_29328278_1,honest,29328278,dev,11,38352,81
attack_7572974_1,attack,7572974,dev,12,57763,82
honest_7572974_1,honest,7572974,dev,12,49178,83
attack_10730838_2,attack,10730838,dev,12,60053,84
honest_10730838_2,honest,10730838,dev,22,87580,85
attack_16773189_2,attack,16773189,dev,11,32903,86
honest_16773189_2,honest,16773189,dev,8,23542,87
attack_26225238_2,attack,26225238,dev,14,39031,88
honest_26225238_2,honest,26225238,dev,11,39670,89
attack_17221481_2,attack,17221481,dev,11,37924,90
honest_17221481_2,honest,17221481,dev,19,68404,91
attack_11436013_2,attack,11436013,dev,15,47608,92
honest_11436013_2,honest,11436013,dev,8,49494,93
attack_59487096_2,attack,59487096,dev,15,23249,94
honest_59487096_2,honest,59487096,dev,8,28787,95
attack_29328278_2,attack,29328278,dev,11,30611,96
honest_29328278_2,honest,29328278,dev,10,29537,97
attack_7572974_2,attack,7572974,dev,12,57268,98
honest_7572974_2,honest,7572974,dev,12,40071,99
attack_10730838_3,attack,10730838,dev,20,53566,100
honest_10730838_3,honest,10730838,dev,11,77609,101
attack_16773189_3,attack,16773189,dev,11,30019,102
honest_16773189_3,honest,16773189,dev,7,15993,103
attack_26225238_3,attack,26225238,dev,14,32192,104
honest_26225238_3,honest,26225238,dev,10,29348,105
attack_11436013_3,attack,11436013,dev,11,41501,106
honest_11436013_3,honest,11436013,dev,12,47187,107
attack_10730838_4,attack,10730838,dev,24,63300,108
honest_10730838_4,honest,10730838,dev,20,93901,109
attack_26225238_4,attack,26225238,dev,17,35615,110
honest_26225238_4,honest,26225238,dev,9,32413,111
attack_11436013_4,attack,11436013,dev,15,39591,112
honest_11436013_4,honest,11436013,dev,15,60250,113
attack_10730838_5,attack,10730838,dev,18,50463,114
honest_10730838_5,honest,10730838,dev,20,78759,115
attack_11436013_5,attack,11436013,dev,24,131320,116
honest_11436013_5,honest,11436013,dev,19,53561,117
attack_10730838_6,attack,10730838,dev,20,55732,118
honest_10730838_6,honest,10730838,dev,14,71086,119
attack_13770826_0,attack,13770826,eval,15,34879,0
honest_13770826_0,honest,13770826,eval,18,61284,1
attack_34593048_0,attack,34593048,eval,14,34389,2
honest_34593048_0,honest,34593048,eval,14,37540,3
attack_22820492_0,attack,22820492,eval,31,47149,4
honest_22820492_0,honest,22820492,eval,34,81644,5
attack_41967095_0,attack,41967095,eval,16,22002,6
honest_41967095_0,honest,41967095,eval,11,16328,7
attack_15443246_0,attack,15443246,eval,9,33895,8
honest_15443246_0,honest,15443246,eval,11,45615,9
attack_12150116_0,attack,12150116,eval,21,53166,10
honest_12150116_0,honest,12150116,eval,19,82432,11
attack_17446801_0,attack,17446801,eval,13,54689,12
honest_17446801_0,honest,17446801,eval,8,34448,13
attack_5498142_0,attack,5498142,eval,14,59475,14
honest_5498142_0,honest,5498142,eval,14,38045,15
attack_43063709_0,attack,43063709,eval,23,39583,16
honest_43063709_0,honest,43063709,eval,10,45504,17
attack_42299905_0,attack,42299905,eval,20,34654,18
honest_42299905_0,honest,42299905,eval,13,56498,19
attack_60079327_0,attack,60079327,eval,12,30903,20
honest_60079327_0,honest,60079327,eval,11,34228,21
attack_62987154_0,attack,62987154,eval,23,55115,22
honest_62987154_0,honest,62987154,eval,17,31192,23
attack_14371695_0,attack,14371695,eval,10,42904,24
honest_14371695_0,honest,14371695,eval,11,33821,25
attack_13343058_0,attack,13343058,eval,14,51301,26
honest_13343058_0,honest,13343058,eval,8,29366,27
attack_58313106_0,attack,58313106,eval,16,70831,28
honest_58313106_0,honest,58313106,eval,16,42384,29
attack_15684771_0,attack,15684771,eval,12,26077,30
honest_15684771_0,honest,15684771,eval,10,62738,31
attack_23098153_0,attack,23098153,eval,16,50253,32
honest_23098153_0,honest,23098153,eval,7,63720,33
attack_50110992_0,attack,50110992,eval,19,61204,34
honest_50110992_0,honest,50110992,eval,11,69743,35
attack_22021253_0,attack,22021253,eval,12,37271,36
honest_22021253_0,honest,22021253,eval,14,34223,37
attack_78402166_0,attack,78402166,eval,14,33443,38
honest_78402166_0,honest,78402166,eval,15,75720,39
attack_38816077_0,attack,38816077,eval,26,38951,40
honest_38816077_0,honest,38816077,eval,20,62864,41
attack_39477163_0,attack,39477163,eval,16,26915,42
honest_39477163_0,honest,39477163,eval,10,22917,43
attack_2149564_0,attack,2149564,eval,14,32883,44
honest_2149564_0,honest,2149564,eval,10,41245,45
attack_12990180_0,attack,12990180,eval,18,32636,46
honest_12990180_0,honest,12990180,eval,9,36882,47
attack_27137527_0,attack,27137527,eval,18,43726,48
honest_27137527_0,honest,27137527,eval,26,69446,49
attack_6241282_0,attack,6241282,eval,21,46292,50
honest_6241282_0,honest,6241282,eval,21,62322,51
attack_23369937_0,attack,23369937,eval,14,32548,52
honest_23369937_0,honest,23369937,eval,10,44723,53
attack_34593048_1,attack,34593048,eval,18,34524,54
honest_34593048_1,honest,34593048,eval,16,46955,55
attack_15443246_1,attack,15443246,eval,18,37698,56
honest_15443246_1,honest,15443246,eval,10,40108,57
attack_17446801_1,attack,17446801,eval,15,41939,58
honest_17446801_1,honest,17446801,eval,15,46306,59
attack_5498142_1,attack,5498142,eval,14,60621,60
honest_5498142_1,honest,5498142,eval,11,40790,61
attack_42299905_1,attack,42299905,eval,15,33172,62
honest_42299905_1,honest,42299905,eval,11,50055,63
attack_60079327_1,attack,60079327,eval,14,31044,64
honest_60079327_1,honest,60079327,eval,13,37569,65
attack_14371695_1,attack,14371695,eval,16,42231,66
honest_14371695_1,honest,14371695,eval,10,37945,67
attack_58313106_1,attack,58313106,eval,14,32872,68
honest_58313106_1,honest,58313106,eval,8,24849,69
attack_15684771_1,attack,15684771,eval,16,29015,70
honest_15684771_1,honest,15684771,eval,12,58669,71
attack_50110992_1,attack,50110992,eval,13,52075,72
honest_50110992_1,honest,50110992,eval,11,58500,73
attack_22021253_1,attack,22021253,eval,12,38831,74
honest_22021253_1,honest,22021253,eval,11,36076,75
attack_78402166_1,attack,78402166,eval,21,35540,76
honest_78402166_1,honest,78402166,eval,16,58651,77
attack_38816077_1,attack,38816077,eval,26,33312,78
honest_38816077_1,honest,38816077,eval,14,38773,79
attack_39477163_1,attack,39477163,eval,17,28055,80
honest_39477163_1,honest,39477163,eval,11,24722,81
attack_2149564_1,attack,2149564,eval,15,47966,82
honest_2149564_1,honest,2149564,eval,10,39569,83
attack_12990180_1,attack,12990180,eval,26,41144,84
honest_12990180_1,honest,12990180,eval,17,45373,85
attack_6241282_1,attack,6241282,eval,17,47474,86
honest_6241282_1,honest,6241282,eval,16,57601,87
attack_34593048_2,attack,34593048,eval,19,58953,88
honest_34593048_2,honest,34593048,eval,16,44509,89
attack_17446801_2,attack,17446801,eval,14,50199,90
honest_17446801_2,honest,17446801,eval,5,19559,91
attack_60079327_2,attack,60079327,eval,13,28434,92
honest_60079327_2,honest,60079327,eval,8,30229,93
attack_14371695_2,attack,14371695,eval,14,51097,94
honest_14371695_2,honest,14371695,eval,12,36734,95
attack_58313106_2,attack,58313106,eval,15,37475,96
honest_58313106_2,honest,58313106,eval,13,40759,97
attack_15684771_2,attack,15684771,eval,13,23988,98
honest_15684771_2,honest,15684771,eval,13,45324,99
attack_50110992_2,attack,50110992,eval,14,53987,100
honest_50110992_2,honest,50110992,eval,12,63875,101
attack_22021253_2,attack,22021253,eval,10,36380,102
honest_22021253_2,honest,22021253,eval,14,44206,103
attack_78402166_2,attack,78402166,eval,18,34818,104
honest_78402166_2,honest,78402166,eval,12,49096,105
attack_38816077_2,attack,38816077,eval,20,32015,106
honest_38816077_2,honest,38816077,eval,17,42760,107
attack_39477163_2,attack,39477163,eval,10,26096,108
honest_39477163_2,honest,39477163,eval,9,22113,109
attack_2149564_2,attack,2149564,eval,13,45026,110
honest_2149564_2,honest,2149564,eval,13,49662,111
attack_12990180_2,attack,12990180,eval,16,34556,112
honest_12990180_2,honest,12990180,eval,8,31173,113
attack_6241282_2,attack,6241282,eval,21,47454,114
honest_6241282_2,honest,6241282,eval,17,69063,115
attack_34593048_3,attack,34593048,eval,6,36543,116
honest_34593048_3,honest,34593048,eval,11,55295,117
attack_17446801_3,attack,17446801,eval,15,37065,118
honest_17446801_3,honest,17446801,eval,4,7166,119
attack_60079327_3,attack,60079327,eval,11,29846,120
honest_60079327_3,honest,60079327,eval,10,38190,121
attack_14371695_3,attack,14371695,eval,11,41693,122
honest_14371695_3,honest,14371695,eval,11,36300,123
attack_58313106_3,attack,58313106,eval,19,39604,124
honest_58313106_3,honest,58313106,eval,14,47959,125
attack_50110992_3,attack,50110992,eval,13,63030,126
honest_50110992_3,honest,50110992,eval,16,90219,127
attack_78402166_3,attack,78402166,eval,20,44770,128
honest_78402166_3,honest,78402166,eval,14,49328,129
attack_38816077_3,attack,38816077,eval,25,33609,130
honest_38816077_3,honest,38816077,eval,16,32931,131
attack_39477163_3,attack,39477163,eval,16,25146,132
honest_39477163_3,honest,39477163,eval,7,17115,133
attack_2149564_3,attack,2149564,eval,10,54506,134
honest_2149564_3,honest,2149564,eval,8,37450,135
attack_12990180_3,attack,12990180,eval,18,39545,136
honest_12990180_3,honest,12990180,eval,8,30978,137
attack_6241282_3,attack,6241282,eval,21,46019,138
honest_6241282_3,honest,6241282,eval,12,39690,139
attack_34593048_4,attack,34593048,eval,17,90386,140
honest_34593048_4,honest,34593048,eval,6,21638,141
attack_17446801_4,attack,17446801,eval,12,40022,142
honest_17446801_6,honest,17446801,eval,12,37042,143
attack_58313106_4,attack,58313106,eval,16,43458,144
honest_58313106_4,honest,58313106,eval,10,42491,145
attack_50110992_4,attack,50110992,eval,17,61129,146
honest_50110992_4,honest,50110992,eval,11,67310,147
attack_78402166_4,attack,78402166,eval,16,36892,148
honest_78402166_4,honest,78402166,eval,18,51955,149
attack_38816077_4,attack,38816077,eval,20,26743,150
honest_38816077_4,honest,38816077,eval,18,50907,151
attack_39477163_4,attack,39477163,eval,14,26795,152
honest_39477163_4,honest,39477163,eval,12,28074,153
attack_2149564_4,attack,2149564,eval,12,64512,154
honest_2149564_4,honest,2149564,eval,11,42457,155
attack_12990180_4,attack,12990180,eval,12,49373,156
honest_12990180_4,honest,12990180,eval,7,29190,157
attack_6241282_4,attack,6241282,eval,24,48367,158
honest_6241282_4,honest,6241282,eval,14,46344,159
attack_17446801_5,attack,17446801,eval,6,37749,160
honest_17446801_7,honest,17446801,eval,13,34269,161
attack_58313106_5,attack,58313106,eval,15,32841,162
honest_58313106_5,honest,58313106,eval,12,35990,163
attack_50110992_5,attack,50110992,eval,21,56804,164
honest_50110992_5,honest,50110992,eval,10,64545,165
attack_78402166_5,attack,78402166,eval,19,45412,166
honest_78402166_5,honest,78402166,eval,14,67533,167
attack_38816077_5,attack,38816077,eval,18,29411,168
honest_38816077_5,honest,38816077,eval,18,59968,169
attack_39477163_5,attack,39477163,eval,7,23636,170
honest_39477163_5,honest,39477163,eval,7,16666,171
attack_2149564_5,attack,2149564,eval,11,44799,172
honest_2149564_5,honest,2149564,eval,9,42393,173
attack_12990180_5,attack,12990180,eval,17,32642,174
honest_12990180_5,honest,12990180,eval,9,31263,175
attack_6241282_5,attack,6241282,eval,17,40223,176
honest_6241282_5,honest,6241282,eval,20,83829,177
attack_17446801_6,attack,17446801,eval,7,29011,178
honest_17446801_8,honest,17446801,eval,7,37042,179
attack_58313106_6,attack,58313106,eval,14,33746,180
honest_58313106_6,honest,58313106,eval,15,53623,181
attack_50110992_6,attack,50110992,eval,21,85115,182
honest_50110992_6,honest,50110992,eval,7,54508,183
attack_78402166_6,attack,78402166,eval,22,50430,184
honest_78402166_6,honest,78402166,eval,15,68731,185
attack_38816077_6,attack,38816077,eval,17,26529,186
honest_38816077_6,honest,38816077,eval,16,64892,187
attack_39477163_6,attack,39477163,eval,7,22789,188
honest_39477163_6,honest,39477163,eval,11,25554,189
attack_2149564_6,attack,2149564,eval,8,40762,190
honest_2149564_6,honest,2149564,eval,7,36660,191
attack_12990180_6,attack,12990180,eval,17,37749,192
honest_12990180_6,honest,12990180,eval,16,59736,193
attack_6241282_6,attack,6241282,eval,18,41941,194
honest_6241282_6,honest,6241282,eval,14,43437,195
attack_17446801_7,attack,17446801,eval,8,35501,196
honest_17446801_9,honest,17446801,eval,10,32970,197
attack_58313106_7,attack,58313106,eval,9,52595,198
honest_58313106_7,honest,58313106,eval,11,37243,199
attack_50110992_7,attack,50110992,eval,11,71420,200
honest_50110992_7,honest,50110992,eval,10,59822,201
attack_78402166_7,attack,78402166,eval,21,45159,202
honest_78402166_7,honest,78402166,eval,16,51168,203
attack_38816077_7,attack,38816077,eval,17,28577,204
honest_38816077_7,honest,38816077,eval,17,50450,205
attack_39477163_7,attack,39477163,eval,8,22901,206
honest_39477163_7,honest,39477163,eval,11,26994,207
attack_2149564_7,attack,2149564,eval,12,49333,208
honest_2149564_7,honest,2149564,eval,16,52353,209
attack_12990180_7,attack,12990180,eval,12,42214,210
honest_12990180_7,honest,12990180,eval,7,36844,211
attack_6241282_7,attack,6241282,eval,18,37253,212
honest_6241282_7,honest,6241282,eval,22,67338,213
attack_17446801_8,attack,17446801,eval,6,33640,214
honest_17446801_11,honest,17446801,eval,5,32778,215
attack_78402166_8,attack,78402166,eval,19,47412,216
honest_78402166_8,honest,78402166,eval,12,45188,217
attack_38816077_8,attack,38816077,eval,20,28432,218
honest_38816077_8,honest,38816077,eval,17,51539,219
attack_39477163_8,attack,39477163,eval,12,33786,220
honest_39477163_8,honest,39477163,eval,5,16965,221
attack_2149564_8,attack,2149564,eval,10,56034,222
honest_2149564_8,honest,2149564,eval,9,34195,223
attack_12990180_8,attack,12990180,eval,10,37735,224
honest_12990180_8,honest,12990180,eval,9,32926,225
attack_78402166_9,attack,78402166,eval,23,40262,226
honest_78402166_9,honest,78402166,eval,12,96735,227
attack_38816077_9,attack,38816077,eval,8,43419,228
honest_38816077_9,honest,38816077,eval,13,49114,229
attack_39477163_9,attack,39477163,eval,12,32776,230
honest_39477163_9,honest,39477163,eval,9,22523,231
attack_12990180_9,attack,12990180,eval,9,38250,232
honest_12990180_9,honest,12990180,eval,19,70460,233
attack_78402166_10,attack,78402166,eval,24,41170,234
honest_78402166_10,honest,78402166,eval,17,55151,235
attack_38816077_10,attack,38816077,eval,14,77776,236
honest_38816077_10,honest,38816077,eval,7,25062,237
attack_12990180_10,attack,12990180,eval,9,56757,238
honest_12990180_10,honest,12990180,eval,11,43232,239
attack_78402166_11,attack,78402166,eval,8,39628,240
honest_78402166_11,honest,78402166,eval,12,71026,241
attack_38816077_11,attack,38816077,eval,11,36995,242
honest_38816077_11,honest,38816077,eval,18,43517,243
attack_12990180_11,attack,12990180,eval,10,36235,244
honest_12990180_11,honest,12990180,eval,7,33495,245
attack_12990180_12,attack,12990180,eval,7,48277,246
honest_12990180_12,honest,12990180,eval,12,41321,247
attack_12990180_13,attack,12990180,eval,9,46959,248
honest_12990180_13,honest,12990180,eval,7,35264,249
